period,lat,lon,expected_annual_exposure_to_hurricane_force_winds
1979_1989,39.447269,-75.0270087690425,0.00447150173221933
1979_1989,39.447269,-74.9957587690425,0.00450970808532988
1979_1989,39.447269,-74.9645087690425,0.00458658926714806
1979_1989,39.447269,-74.9332587690425,0.00466347044896625
1979_1989,39.447269,-74.9020087690425,0.00474035163078443
1979_1989,39.447269,-74.8707587690425,0.00482554679740133
1979_1989,39.447269,-74.8395087690425,0.00496368661558315
1979_1989,39.447269,-74.8082587690425,0.00510182643376496
1979_1989,39.447269,-74.7770087690425,0.00523996625194678
1979_1989,39.447269,-74.7457587690425,0.0053867570091599
1979_1989,39.447269,-74.7145087690425,0.00558863819097808
1979_1989,39.447269,-74.6832587690425,0.00579051937279626
1979_1989,39.447269,-74.6520087690425,0.00599240055461444
1979_1989,39.447269,-74.6207587690425,0.00619967966674218
1979_1989,39.447269,-74.5895087690425,0.00644133357583309
1979_1989,39.447269,-74.5582587690425,0.006682987484924
1979_1989,39.447269,-74.5270087690425,0.00692464139401491
1979_1989,39.447269,-74.4957587690425,0.00715663216885913
1979_1989,39.447269,-74.4645087690425,0.00732708671431367
1979_1989,39.447269,-74.4332587690425,0.00749754125976822
1979_1989,39.447269,-74.4020087690425,0.00766799580522276
1979_1989,39.447269,-74.3707587690425,0.00783281135805373
1979_1989,39.447269,-74.3395087690425,0.00796171699441736
1979_1989,39.478519,-75.5270087690425,0.00253155623629705
1979_1989,39.478519,-75.4957587690425,0.00269954760043735
1979_1989,39.478519,-75.4645087690425,0.0028066091458919
1979_1989,39.478519,-75.4332587690425,0.00291367069134645
1979_1989,39.478519,-75.4020087690425,0.003020732236801
1979_1989,39.478519,-75.3707587690425,0.00312749345375125
1979_1989,39.478519,-75.3395087690425,0.00323234213556943
1979_1989,39.478519,-75.3082587690425,0.00333719081738761
1979_1989,39.478519,-75.2770087690425,0.00344203949920579
1979_1989,39.478519,-75.2457587690425,0.00356186534015148
1979_1989,39.478519,-75.2145087690425,0.00377706788560603
1979_1989,39.478519,-75.1832587690425,0.00399227043106057
1979_1989,39.478519,-75.1520087690425,0.00420747297651512
1979_1989,39.478519,-75.1207587690425,0.00439204596273182
1979_1989,39.478519,-75.0895087690425,0.00438156550818637
1979_1989,39.478519,-75.0582587690425,0.00437108505364092
1979_1989,39.478519,-75.0270087690425,0.00436060459909546
1979_1989,39.478519,-74.9957587690425,0.00436082411325056
1979_1989,39.478519,-74.9645087690425,0.00442918256779602
1979_1989,39.478519,-74.9332587690425,0.00449754102234147
1979_1989,39.478519,-74.9020087690425,0.00456589947688693
1979_1989,39.478519,-74.8707587690425,0.00464449974848451
1979_1989,39.478519,-74.8395087690425,0.00478832138484815
1979_1989,39.478519,-74.8082587690425,0.00493214302121178
1979_1989,39.478519,-74.7770087690425,0.00507596465757542
1979_1989,39.478519,-74.7457587690425,0.00522650940071694
1979_1989,39.478519,-74.7145087690425,0.0054198678552624
1979_1989,39.478519,-74.6832587690425,0.00561322630980785
1979_1989,39.478519,-74.6520087690425,0.00580658476435331
1979_1989,39.478519,-74.6207587690425,0.00600534114920831
1979_1989,39.478519,-74.5895087690425,0.0062384723310265
1979_1989,39.478519,-74.5582587690425,0.00647160351284468
1979_1989,39.478519,-74.5270087690425,0.00670473469466286
1979_1989,39.478519,-74.4957587690425,0.0069293594415864
1979_1989,39.478519,-74.4645087690425,0.00709981398704094
1979_1989,39.478519,-74.4332587690425,0.00727026853249549
1979_1989,39.478519,-74.4020087690425,0.00744072307795003
1979_1989,39.478519,-74.3707587690425,0.00760476749787963
1979_1989,39.478519,-74.3395087690425,0.00772799131606145
1979_1989,39.509769,-75.5270087690425,0.00252557703496878
1979_1989,39.509769,-75.4957587690425,0.00269686862965988
1979_1989,39.509769,-75.4645087690425,0.00277117631147807
1979_1989,39.509769,-75.4332587690425,0.00284548399329625
1979_1989,39.509769,-75.4020087690425,0.00291979167511443
1979_1989,39.509769,-75.3707587690425,0.00299985888071321
1979_1989,39.509769,-75.3395087690425,0.00311660356253139
1979_1989,39.509769,-75.3082587690425,0.00323334824434957
1979_1989,39.509769,-75.2770087690425,0.00335009292616775
1979_1989,39.509769,-75.2457587690425,0.00348121111194013
1979_1989,39.509769,-75.2145087690425,0.00370386183921286
1979_1989,39.509769,-75.1832587690425,0.00392651256648559
1979_1989,39.509769,-75.1520087690425,0.00414916329375832
1979_1989,39.509769,-75.1207587690425,0.00433758417799613
1979_1989,39.509769,-75.0895087690425,0.00430802449617795
1979_1989,39.509769,-75.0582587690425,0.00427846481435976
1979_1989,39.509769,-75.0270087690425,0.00424890513254158
1979_1989,39.509769,-74.9957587690425,0.00423165893790676
1979_1989,39.509769,-74.9645087690425,0.00429282680154313
1979_1989,39.509769,-74.9332587690425,0.00435399466517949
1979_1989,39.509769,-74.9020087690425,0.00441516252881585
1979_1989,39.509769,-74.8707587690425,0.00448771658923716
1979_1989,39.509769,-74.8395087690425,0.00463277958923716
1979_1989,39.509769,-74.8082587690425,0.00477784258923716
1979_1989,39.509769,-74.7770087690425,0.00492290558923716
1979_1989,39.509769,-74.7457587690425,0.00507342678512522
1979_1989,39.509769,-74.7145087690425,0.00525870655785249
1979_1989,39.509769,-74.6832587690425,0.00544398633057977
1979_1989,39.509769,-74.6520087690425,0.00562926610330704
1979_1989,39.509769,-74.6207587690425,0.00581952194729431
1979_1989,39.509769,-74.5895087690425,0.0060414661291125
1979_1989,39.509769,-74.5582587690425,0.00626341031093068
1979_1989,39.509769,-74.5270087690425,0.00648535449274886
1979_1989,39.509769,-74.4957587690425,0.00670085292270206
1979_1989,39.509769,-74.4645087690425,0.00687530387724751
1979_1989,39.509769,-74.4332587690425,0.00704975483179296
1979_1989,39.509769,-74.4020087690425,0.00722420578633842
1979_1989,39.509769,-74.3707587690425,0.00739075229551547
1979_1989,39.509769,-74.3395087690425,0.00750696215915184
1979_1989,39.509769,-74.3082587690425,0.0076231720227882
1979_1989,39.541019,-75.5270087690425,0.0024871739229523
1979_1989,39.541019,-75.4957587690425,0.00264024323106704
1979_1989,39.541019,-75.4645087690425,0.00271597136743068
1979_1989,39.541019,-75.4332587690425,0.00279169950379432
1979_1989,39.541019,-75.4020087690425,0.00286742764015795
1979_1989,39.541019,-75.3707587690425,0.00295007199965423
1979_1989,39.541019,-75.3395087690425,0.00307675986329059
1979_1989,39.541019,-75.3082587690425,0.00320344772692696
1979_1989,39.541019,-75.2770087690425,0.00333013559056332
1979_1989,39.541019,-75.2457587690425,0.00346290727946421
1979_1989,39.541019,-75.2145087690425,0.00363442164310058
1979_1989,39.541019,-75.1832587690425,0.00380593600673694
1979_1989,39.541019,-75.1520087690425,0.00397745037037331
1979_1989,39.541019,-75.1207587690425,0.00412610910126988
1979_1989,39.541019,-75.0895087690425,0.00412921987399715
1979_1989,39.541019,-75.0582587690425,0.00413233064672443
1979_1989,39.541019,-75.0270087690425,0.0041354414194517
1979_1989,39.541019,-74.9957587690425,0.00414585331550347
1979_1989,39.541019,-74.9645087690425,0.00420275981550347
1979_1989,39.541019,-74.9332587690425,0.00425966631550347
1979_1989,39.541019,-74.9020087690425,0.00431657281550347
1979_1989,39.541019,-74.8707587690425,0.00438428716261239
1979_1989,39.541019,-74.8395087690425,0.00452082743533966
1979_1989,39.541019,-74.8082587690425,0.00465736770806693
1979_1989,39.541019,-74.7770087690425,0.00479390798079421
1979_1989,39.541019,-74.7457587690425,0.00493609923263488
1979_1989,39.541019,-74.7145087690425,0.00511427673263488
1979_1989,39.541019,-74.6832587690425,0.00529245423263488
1979_1989,39.541019,-74.6520087690425,0.00547063173263488
1979_1989,39.541019,-74.6207587690425,0.00565243582131749
1979_1989,39.541019,-74.5895087690425,0.00585733454859022
1979_1989,39.541019,-74.5582587690425,0.00606223327586295
1979_1989,39.541019,-74.5270087690425,0.00626713200313568
1979_1989,39.541019,-74.4957587690425,0.00646963342627558
1979_1989,39.541019,-74.4645087690425,0.00665686847173012
1979_1989,39.541019,-74.4332587690425,0.00684410351718467
1979_1989,39.541019,-74.4020087690425,0.00703133856263921
1979_1989,39.541019,-74.3707587690425,0.0072075846311199
1979_1989,39.541019,-74.3395087690425,0.00731385131293809
1979_1989,39.541019,-74.3082587690425,0.00742011799475627
1979_1989,39.541019,-74.2770087690425,0.00752638467657445
1979_1989,39.572269,-75.4957587690425,0.0025836178324742
1979_1989,39.572269,-75.4645087690425,0.00266076642338329
1979_1989,39.572269,-75.4332587690425,0.00273791501429238
1979_1989,39.572269,-75.4020087690425,0.00281506360520147
1979_1989,39.572269,-75.3707587690425,0.00290028511859525
1979_1989,39.572269,-75.3395087690425,0.0030369161640498
1979_1989,39.572269,-75.3082587690425,0.00317354720950434
1979_1989,39.572269,-75.2770087690425,0.00331017825495889
1979_1989,39.572269,-75.2457587690425,0.0034446034469883
1979_1989,39.572269,-75.2145087690425,0.0035649814469883
1979_1989,39.572269,-75.1832587690425,0.0036853594469883
1979_1989,39.572269,-75.1520087690425,0.0038057374469883
1979_1989,39.572269,-75.1207587690425,0.00391463402454364
1979_1989,39.572269,-75.0895087690425,0.00395041525181636
1979_1989,39.572269,-75.0582587690425,0.00398619647908909
1979_1989,39.572269,-75.0270087690425,0.00402197770636182
1979_1989,39.572269,-74.9957587690425,0.00406004769310017
1979_1989,39.572269,-74.9645087690425,0.00411269282946381
1979_1989,39.572269,-74.9332587690425,0.00416533796582744
1979_1989,39.572269,-74.9020087690425,0.00421798310219108
1979_1989,39.572269,-74.8707587690425,0.00428085773598761
1979_1989,39.572269,-74.8395087690425,0.00440887528144216
1979_1989,39.572269,-74.8082587690425,0.00453689282689671
1979_1989,39.572269,-74.7770087690425,0.00466491037235125
1979_1989,39.572269,-74.7457587690425,0.00479877168014454
1979_1989,39.572269,-74.7145087690425,0.00496984690741726
1979_1989,39.572269,-74.6832587690425,0.00514092213468999
1979_1989,39.572269,-74.6520087690425,0.00531199736196272
1979_1989,39.572269,-74.6207587690425,0.00548534969534067
1979_1989,39.572269,-74.5895087690425,0.00567320296806794
1979_1989,39.572269,-74.5582587690425,0.00586105624079522
1979_1989,39.572269,-74.5270087690425,0.00604890951352249
1979_1989,39.572269,-74.4957587690425,0.0062384139298491
1979_1989,39.572269,-74.4645087690425,0.00643843306621274
1979_1989,39.572269,-74.4332587690425,0.00663845220257638
1979_1989,39.572269,-74.4020087690425,0.00683847133894001
1979_1989,39.572269,-74.3707587690425,0.00702441696672433
1979_1989,39.572269,-74.3395087690425,0.00712074046672433
1979_1989,39.572269,-74.3082587690425,0.00721706396672434
1979_1989,39.572269,-74.2770087690425,0.00731338746672434
1979_1989,39.572269,-74.2457587690425,0.00741112104800964
1979_1989,39.603519,-75.5270087690425,0.00241036769891934
1979_1989,39.603519,-75.4957587690425,0.00252699243388136
1979_1989,39.603519,-75.4645087690425,0.00260556147933591
1979_1989,39.603519,-75.4332587690425,0.00268413052479045
1979_1989,39.603519,-75.4020087690425,0.002762699570245
1979_1989,39.603519,-75.3707587690425,0.00285049823753628
1979_1989,39.603519,-75.3395087690425,0.00299707246480901
1979_1989,39.603519,-75.3082587690425,0.00314364669208173
1979_1989,39.603519,-75.2770087690425,0.00329022091935446
1979_1989,39.603519,-75.2457587690425,0.00342629961451238
1979_1989,39.603519,-75.2145087690425,0.00349554125087602
1979_1989,39.603519,-75.1832587690425,0.00356478288723966
1979_1989,39.603519,-75.1520087690425,0.0036340245236033
1979_1989,39.603519,-75.1207587690425,0.00370315894781739
1979_1989,39.603519,-75.0895087690425,0.00377161062963557
1979_1989,39.603519,-75.0582587690425,0.00384006231145375
1979_1989,39.603519,-75.0270087690425,0.00390851399327193
1979_1989,39.603519,-74.9957587690425,0.00397424207069687
1979_1989,39.603519,-74.9645087690425,0.00402262584342415
1979_1989,39.603519,-74.9332587690425,0.00407100961615142
1979_1989,39.603519,-74.9020087690425,0.00411939338887869
1979_1989,39.603519,-74.8707587690425,0.00417742830936284
1979_1989,39.603519,-74.8395087690425,0.00429692312754466
1979_1989,39.603519,-74.8082587690425,0.00441641794572648
1979_1989,39.603519,-74.7770087690425,0.0045359127639083
1979_1989,39.603519,-74.7457587690425,0.0046614441276542
1979_1989,39.603519,-74.7145087690425,0.00482541708219965
1979_1989,39.603519,-74.6832587690425,0.00498939003674511
1979_1989,39.603519,-74.6520087690425,0.00515336299129056
1979_1989,39.603519,-74.6207587690425,0.00531826356936385
1979_1989,39.603519,-74.5895087690425,0.00548907138754567
1979_1989,39.603519,-74.5582587690425,0.00565987920572749
1979_1989,39.603519,-74.5270087690425,0.00583068702390931
1979_1989,39.603519,-74.4957587690425,0.00600719443342263
1979_1989,39.603519,-74.4645087690425,0.00621999766069535
1979_1989,39.603519,-74.4332587690425,0.00643280088796808
1979_1989,39.603519,-74.4020087690425,0.00664560411524081
1979_1989,39.603519,-74.3707587690425,0.00684124930232876
1979_1989,39.603519,-74.3395087690425,0.00692762962051058
1979_1989,39.603519,-74.3082587690425,0.0070140099386924
1979_1989,39.603519,-74.2770087690425,0.00710039025687422
